7.808048748088038948e-01 , 1.116932678090452491e+01 , -2.504597647293729690e+00
-3.742887589400567094e+00 , -1.424646655748220248e+00 , -3.130596755600040026e+00
-4.700812643158889692e+00 , -3.001007966784595915e+00 , -7.207909021411450290e+00
3.224442875505628692e+00 , 1.185406037328281315e+00 , 2.251667777168394391e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-2.156918517435442162e+00 , -3.885065473660752611e-01 , -2.669139807939946429e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-2.974290449297467109e+00 , 3.558520813457757836e-01 , -1.599955726367166431e+00
-1.140625639154883686e+00 , 1.306720629679770429e+00 , -3.890432389038994021e+00
5.281528646292693807e+00 , 3.901887498568222146e+00 , -3.279991091723621466e+00
-1.261876801569567386e+00 , -2.012833802753645429e+00 , -9.156940893939351511e-01
-8.373166586758233887e-01 , -3.870599534750886583e+00 , -1.310220338342231283e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-8.439958593110063134e+00 , -7.721116825114386906e+00 , -2.097993220690259619e+00
-3.276561087327236610e-01 , -4.147881909344059981e-01 , -5.027597874683090495e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.957785219126754850e+00 , 1.653937631427937704e+00 , 5.944535736418214533e+00
4.237524650374005830e+00 , 3.340217321007515672e+00 , 6.999248134741862692e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
1.008502198951759077e+01 , -3.517384908748865335e+00 , 4.576534894431679490e+00
1.177839461816157041e+01 , 4.342138457628744952e+00 , 4.209214581297501034e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.630296346577125632e-01 , 8.553137514349929305e+00 , -2.944491066757550790e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-3.852710354835782613e+00 , -5.067450419262372607e-01 , -4.337427314280549950e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-8.703395823594689773e+00 , -6.439223697305420657e+00 , -9.870021537772698750e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-1.051906940224662579e+00 , -1.819241403241256272e-01 , -7.889460982831963953e-01
3.302620845912775938e+00 , 2.469248183614865866e+00 , 8.709857847776469875e-01
6.396983196996903764e+00 , 7.922956729517530938e+00 , 4.382550804940811062e+00
-8.135849954544015716e+00 , -7.250230483686376459e+00 , -4.992003672985979357e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
8.514819109040939749e-01 , 7.042671779985230529e+00 , -4.146972140225179793e+00
-1.276859704636850834e+00 , 7.692545094635523384e+00 , -2.799019094059466806e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
